contMencion,contPalabrasConArrDentro,contCaracterEspecial,contSignosPuntucion,contCaracMayusculas,contLetrasRepetidas,contParentesis,contEmojis,contOnomatopeyas,contInterjecciones,contInterpelaciones,contDiminutivos,contAumentativos,contPeroyativos,contSuperlativos,conDeterminantes,contIndeterminados,contDemostrativos,contPronombres1eraPersona,contPronombres2onaPersona,contVerbosSerEstarParecer,contVerbosEnPrimeraPersona,contVerbosEnSegundaPersona,contVerbosIndicativos,contVerbosSubjuntivos,contVerbosPresente,contVerbosImperativo,contVerbosPreterito,contVerbosFuturo,contVerbosCondicional,contVerbosParticipio,contVerbosGerundio,contAdverbiosCantidad,contAdverbiosNegacion,contAdverbiosDuda,contAdjetivosCantidad,insultos,likes,retweets,diaSetmana,hora,seguidors,seguits,violento,KMeans_Clusters
1,0,1,3,2.521,0,0,0,1,3,2,0,0,0,0,2,1,0,0,0,0,1,0,3,0,1,0,3,0,0,0,0,0,1,0,0,1,0,0,0,60316,177,344,0,3
2,0,4,9,6.838,3,0,0,0,2,0,0,1,0,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,72586,1,9,0,3
0,0,1,6,5.405,4,0,0,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,72449,0,0,0,3
1,0,2,9,0.893,5,0,0,0,2,1,1,1,0,0,0,1,0,0,0,0,1,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,72275,1156,962,0,3
1,0,1,6,2.83,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,2,0,0,0,71775,5,122,0,3
0,0,4,7,40.0,3,0,0,1,2,3,0,0,0,0,0,0,0,0,0,2,3,2,3,2,4,1,2,0,0,1,0,1,1,0,0,1,0,0,0,71672,269,98,0,3
0,0,19,23,2.353,4,0,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,71625,4,7,0,3
0,0,1,1,13.333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71495,4,36,0,3
0,0,5,7,11.458,2,0,0,2,3,3,0,0,0,0,0,0,0,0,0,1,4,1,3,1,4,1,3,0,0,0,2,0,0,0,0,0,0,0,0,71400,7,164,0,3
1,0,2,5,1.504,3,0,0,0,3,2,2,2,0,0,0,2,1,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,0,0,0,70719,997,860,0,3
1,0,1,4,2.667,0,0,0,2,2,2,1,0,1,0,0,0,0,0,0,1,3,3,4,4,4,2,2,0,0,1,0,0,1,0,0,1,0,0,0,70578,0,0,0,3
1,0,4,12,3.158,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,70564,364,271,0,3
1,0,1,2,5.085,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,70391,76,339,0,3
1,0,3,4,0.629,0,1,0,0,2,5,1,0,0,0,3,0,1,0,0,4,3,5,6,5,6,2,2,1,0,0,0,0,1,0,0,2,0,0,0,70204,72,648,0,3
1,0,1,8,0.633,2,0,0,1,3,1,0,0,0,0,5,0,0,0,1,2,2,1,4,4,5,3,3,0,0,0,1,0,1,0,0,0,0,0,0,70103,364,271,0,3
0,0,4,10,9.524,7,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,1,0,2,0,1,0,0,0,0,1,0,0,0,1,0,0,0,69990,26,20,0,3
0,0,9,12,19.262,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,69631,2348,2087,0,3
1,0,4,10,8.163,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,3,3,3,3,2,1,0,0,0,0,0,0,0,0,1,1,0,0,69534,204,665,0,3
1,0,1,6,3.017,1,0,0,0,1,0,1,0,0,0,1,2,1,0,0,2,2,1,3,2,4,2,3,0,0,0,1,0,0,0,0,4,2,0,0,69307,101,291,0,3
1,0,1,6,6.618,2,0,0,2,3,1,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,0,0,0,0,1,0,0,1,0,0,0,69199,364,271,0,3
0,0,5,8,8.671,4,0,0,0,1,1,1,1,0,0,0,1,0,0,0,2,2,2,3,2,3,1,1,0,0,0,1,0,1,0,0,2,9,5,0,69094,20339,20559,1,3
1,0,1,6,4.762,0,0,0,1,2,1,0,0,0,0,0,2,0,0,0,1,2,3,3,3,3,2,0,0,0,0,0,1,0,0,0,4,0,0,0,69026,364,271,1,3
2,0,1,3,0.0,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,68897,0,0,0,3
1,0,1,4,0.714,0,0,0,0,3,2,0,0,0,0,2,0,0,0,0,1,4,3,4,3,4,3,3,0,0,1,0,1,0,0,0,0,0,0,0,68850,364,271,0,3
1,0,1,3,2.353,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,68692,284,771,0,3
0,0,2,5,1.829,2,0,0,1,4,4,0,2,0,0,3,0,1,0,0,1,4,3,6,5,6,4,3,0,0,0,1,0,1,0,0,1,0,0,0,68525,35,149,0,3
0,0,9,12,18.072,3,0,0,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,68276,36,250,0,3
1,0,5,9,4.433,3,0,0,0,1,0,0,0,1,0,2,2,0,0,0,1,6,6,7,7,8,7,4,0,1,0,0,0,0,0,0,1,1,0,0,67411,204,665,0,0
0,0,5,13,4.327,8,0,0,0,3,3,0,0,1,0,2,1,1,1,0,0,3,2,3,2,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,67396,19,151,0,3
1,0,1,8,1.379,4,0,0,1,4,3,0,0,0,0,3,0,1,0,0,2,2,3,5,5,5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,67365,133,34,0,3
2,0,4,8,3.141,2,0,0,0,3,1,0,0,0,0,2,0,1,0,0,1,5,2,5,3,5,3,4,1,0,1,1,0,2,0,0,0,2,0,0,67051,407,1189,0,3
2,0,1,4,1.29,3,0,0,0,3,2,0,0,0,0,1,2,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,66867,407,1189,0,3
1,0,1,5,6.061,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,1,2,1,2,1,2,0,0,0,0,0,2,0,0,0,0,0,0,67724,3063,4822,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67714,0,0,1,3
0,0,1,3,4.082,1,0,0,1,1,1,0,1,0,0,2,0,0,0,1,0,3,2,3,2,3,2,1,0,0,0,1,0,1,0,0,2,2,2,0,67711,15378,5069,1,3
0,0,1,5,5.319,4,0,0,0,1,2,0,0,0,0,1,1,0,0,0,2,0,3,7,8,7,4,1,1,0,0,0,0,1,0,0,5,1,0,0,67709,19190,8804,1,3
1,0,1,2,10.714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67709,1015,2137,0,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67708,2332,4363,0,3
0,0,1,5,13.274,1,0,0,2,3,3,0,0,0,1,6,1,0,0,0,1,4,3,4,3,4,3,2,1,0,0,1,0,0,0,0,5,0,0,0,67698,631,1815,1,3
1,0,4,7,11.864,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67698,399,230,1,3
1,0,4,7,18.644,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67694,399,230,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67688,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67681,1557,1560,1,3
0,0,4,6,20.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67681,2093,3094,1,3
1,0,1,2,21.429,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67680,165,372,1,3
0,0,3,3,23.529,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67678,731,599,1,3
0,0,4,6,20.408,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,67676,38285,23955,1,3
5,0,1,12,7.025,4,0,0,2,6,4,1,0,0,0,1,2,0,0,0,0,5,3,5,3,5,3,4,1,0,0,3,0,0,0,0,3,0,0,0,67675,338,684,0,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67669,377,1185,1,3
0,0,1,1,18.519,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67667,0,0,1,3
1,0,4,7,16.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67665,399,230,1,3
0,0,4,6,17.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67665,2093,3094,1,3
0,0,4,8,10.4,8,0,0,1,3,2,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,67665,1037,914,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67659,2332,4363,1,3
1,0,4,7,16.667,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67656,399,230,1,3
0,0,1,10,5.333,3,0,0,1,4,4,0,0,0,0,1,2,0,3,0,3,9,6,11,8,11,8,7,3,0,0,0,0,6,0,0,3,1,1,0,67653,0,0,1,0
0,0,4,6,12.963,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67647,281,755,1,3
1,0,2,13,3.213,2,0,0,1,3,4,1,2,0,0,4,2,0,0,0,3,8,7,13,10,13,8,9,1,1,1,1,1,0,0,0,3,0,0,0,67635,3758,4547,1,0
2,0,1,4,10.811,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,4,4,4,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67628,2610,4995,1,3
1,0,4,7,20.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67628,399,230,1,3
6,3,4,23,14.453,12,0,1,2,3,3,0,0,0,0,3,0,0,0,0,3,3,0,5,3,6,2,3,0,0,2,1,0,1,0,0,1,0,0,0,67627,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67626,148,87,1,3
0,0,1,2,14.286,2,0,1,1,3,3,0,0,0,0,2,0,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,67624,2197,2104,1,3
0,0,4,6,14.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67621,7247,1086,0,3
0,0,1,1,12.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67620,10177,7198,0,3
0,0,5,7,20.0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,67618,226,96,0,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67617,2332,4363,1,3
0,0,4,6,25.0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67616,2816,4521,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67615,2315,2471,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67612,969,598,1,3
1,0,4,7,13.333,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67609,399,230,1,3
0,0,11,16,13.483,5,0,0,0,2,1,1,1,0,0,3,2,0,0,0,2,3,4,5,5,6,4,2,1,0,0,0,0,1,0,0,0,0,0,0,67607,0,0,1,3
0,0,4,6,12.5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67594,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67586,2315,2471,1,3
0,0,1,2,9.091,1,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67578,719,1357,1,3
0,0,4,6,25.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67577,73,409,1,3
0,0,1,3,8.824,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,67574,1157,1811,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67570,2332,4363,1,3
1,0,4,10,14.859,4,0,0,1,1,1,0,2,0,0,3,1,1,0,0,1,3,4,6,6,6,5,6,2,0,0,0,0,0,0,0,3,0,0,0,67568,0,0,1,3
1,0,4,13,6.011,4,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,2,1,2,1,2,1,2,0,0,1,0,0,0,0,0,2,23,12,0,67554,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67552,2149,2573,1,3
0,0,4,6,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,67548,801,1959,1,3
1,0,5,12,5.963,5,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,2,0,0,1,1,1,0,67547,2894,1062,0,3
2,0,2,7,9.524,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,3,1,3,0,2,0,0,0,0,0,1,0,0,0,1,1,0,67535,2072,2887,1,3
0,0,4,10,6.542,6,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1,3,1,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,67533,3451,3971,1,3
0,0,1,1,10.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,67529,2816,4521,1,3
0,0,9,12,20.792,2,0,0,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,67528,0,0,1,3
0,0,1,2,6.667,3,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67525,1309,882,0,3
0,0,1,1,8.571,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,67512,7247,1086,0,3
0,0,1,7,1.261,3,0,0,2,4,3,0,0,1,0,5,0,0,0,0,1,0,0,4,4,5,4,0,0,0,0,0,0,1,0,0,3,7,6,0,67510,14106,11608,1,3
1,0,1,2,10.714,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67499,3024,3694,1,3
0,0,4,6,15.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67498,2507,3500,1,3
0,0,3,3,13.514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67494,1774,1844,1,3
6,2,4,23,15.564,12,0,0,2,3,3,0,0,0,0,3,0,0,0,0,3,4,0,7,4,7,3,4,0,0,2,2,0,1,0,0,1,0,0,0,67489,0,0,1,3
1,0,1,4,9.804,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,3,2,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,67486,0,0,0,3
0,0,1,3,16.667,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,3,3,3,2,1,1,0,0,0,1,0,0,0,0,0,0,0,67485,719,701,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67482,2315,2471,1,3
1,0,4,7,13.208,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,67465,399,230,1,3
1,0,10,13,20.0,3,0,0,1,4,1,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,67465,73,385,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67462,2315,2471,1,3
0,0,1,2,6.757,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,67457,1188,1403,0,3
0,0,1,1,12.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67453,10177,7198,1,3
0,0,1,1,9.375,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67445,0,0,1,3
0,0,4,9,19.149,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67444,4652,5175,1,3
0,0,1,2,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67442,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67440,2315,2471,1,3
0,0,1,2,7.018,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,2,1,0,67439,3067,779,0,3
0,0,1,1,3.687,2,0,0,0,2,2,0,0,0,0,7,0,0,0,0,1,3,3,3,3,3,3,1,0,1,0,2,0,0,0,0,1,1,0,0,67433,5385,5085,1,3
0,0,1,3,3.659,1,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,3,3,3,2,0,0,0,0,0,0,0,0,0,1,2,1,0,67427,675,802,1,3
0,0,1,2,7.317,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,1,1,1,1,0,0,0,1,0,0,1,1,1,0,67424,10177,7198,1,3
0,0,4,6,17.5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67422,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67421,228,384,1,3
2,0,1,4,10.227,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,2,1,1,0,0,0,0,0,1,0,0,0,1,1,0,67414,17752,1658,1,3
0,0,7,11,12.727,3,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,67408,1159,1827,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,67403,2315,2471,1,3
0,0,4,8,13.115,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,2,0,67396,1137,2718,1,3
0,0,1,1,12.0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,67384,10177,7198,0,3
0,0,9,12,14.48,4,0,0,1,5,1,0,0,1,1,0,0,1,0,0,1,1,2,2,2,3,1,0,0,0,1,0,0,2,0,0,2,3,2,0,67379,0,0,1,3
0,0,1,5,6.349,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,2,2,2,0,67377,2074,1942,1,3
0,0,1,2,6.818,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,67376,52,178,1,3
1,0,1,4,5.096,1,0,0,1,2,2,1,0,0,0,0,0,0,0,0,0,1,2,4,4,4,3,0,0,0,0,0,0,2,0,0,1,1,1,0,67370,0,0,1,3
1,0,4,15,8.98,4,0,0,1,1,1,0,2,0,0,5,1,0,0,0,2,4,4,5,5,5,5,5,2,0,0,0,0,0,0,0,3,2,2,0,67364,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,67358,44,466,1,3
0,0,1,2,3.175,6,0,6,2,1,1,0,0,0,0,2,0,0,0,0,2,2,1,6,5,6,5,2,0,0,0,1,0,0,0,0,0,3,2,0,67357,3500,3416,1,3
0,0,4,6,7.692,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,67356,0,0,0,3
0,0,1,1,6.818,1,0,0,0,3,2,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,67355,0,0,1,3
0,0,1,1,18.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,67354,2332,4363,1,3
1,0,4,7,10.714,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,67349,399,230,0,3
0,0,1,1,9.756,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67345,754,2267,0,3
1,0,1,2,14.286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67344,6901,1273,0,3
0,0,6,21,19.691,9,0,0,1,3,2,0,1,0,0,2,0,0,0,0,2,0,0,2,3,4,2,0,0,0,1,0,0,0,0,0,3,0,0,0,67339,2975,2940,1,3
0,0,6,18,8.995,5,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,1,2,4,4,4,3,1,0,0,0,0,0,2,0,0,2,0,0,0,67338,228,384,1,3
0,0,4,7,9.244,2,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,2,2,3,3,3,3,1,0,0,0,0,0,0,0,0,0,0,0,1,41157,431,1388,0,3
0,0,5,7,6.034,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,1,0,1,36149,2258,2293,0,4
1,0,7,19,4.633,7,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,3,3,3,3,2,0,0,0,0,0,0,0,0,0,2,0,1,32635,29,54,0,4
6,0,4,16,10.924,4,0,0,0,1,2,0,2,0,0,4,0,0,0,0,0,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,21,13,0,85173,85235,670,0,3
0,0,1,3,3.846,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,83871,824,883,0,3
0,0,8,10,16.296,5,0,0,0,1,1,0,1,1,0,2,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,83567,9395,965,0,3
2,0,8,16,6.78,3,0,0,1,2,3,0,1,0,1,2,2,0,0,0,1,5,7,6,6,6,6,3,0,0,0,0,0,0,0,0,1,1,0,0,83474,13595,254,0,3
0,0,4,8,7.647,2,0,0,0,1,0,0,1,0,0,3,2,0,0,0,1,4,1,5,2,5,2,5,0,0,1,1,1,0,0,0,1,2,0,0,83230,1558,2116,1,3
1,0,4,7,16.842,5,0,0,1,2,2,0,0,0,0,1,0,0,0,0,0,1,1,2,2,2,2,0,0,0,0,0,0,1,0,0,1,0,0,0,82739,1217,775,1,3
2,0,1,10,4.215,0,0,0,1,3,3,0,0,0,0,4,0,0,0,0,1,8,6,9,7,9,7,6,1,0,0,2,0,0,0,0,2,0,0,0,82329,1217,775,1,0
1,0,6,11,6.091,4,0,0,2,4,3,0,0,0,1,2,0,0,0,0,0,2,1,3,2,3,2,1,0,0,0,0,0,1,0,0,1,19,8,0,80027,4540,2478,0,3
0,0,6,11,15.385,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,0,0,0,0,0,0,0,1,0,2,0,0,79827,916,1111,0,3
