contMencion,contPalabrasConArrDentro,contCaracterEspecial,contSignosPuntucion,contCaracMayusculas,contLetrasRepetidas,contParentesis,contEmojis,contOnomatopeyas,contInterjecciones,contInterpelaciones,contDiminutivos,contAumentativos,contPeroyativos,contSuperlativos,conDeterminantes,contIndeterminados,contDemostrativos,contPronombres1eraPersona,contPronombres2onaPersona,contVerbosSerEstarParecer,contVerbosEnPrimeraPersona,contVerbosEnSegundaPersona,contVerbosIndicativos,contVerbosSubjuntivos,contVerbosPresente,contVerbosImperativo,contVerbosPreterito,contVerbosFuturo,contVerbosCondicional,contVerbosParticipio,contVerbosGerundio,contAdverbiosCantidad,contAdverbiosNegacion,contAdverbiosDuda,contAdjetivosCantidad,insultos,likes,retweets,diaSetmana,hora,seguidors,seguits,violento,KMeans_Clusters
0,0,0,2,6.383,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,3,928,368,218,0,4
0,0,0,1,0.935,1,0,0,2,2,3,0,0,0,0,0,1,0,0,0,1,3,4,4,4,4,3,1,0,0,0,0,1,0,0,0,1,0,0,3,916,1252,2008,1,4
1,0,3,18,7.563,5,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,1,0,3,904,275,681,1,1
1,0,0,2,4.938,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,2,0,0,3,891,98,1189,1,1
1,0,2,6,2.326,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,0,1,2,0,0,0,4,0,3,852,96,556,0,1
0,0,0,6,0.926,1,0,0,1,2,2,0,1,0,0,1,1,0,0,0,0,2,1,4,3,4,3,3,1,1,0,1,0,0,0,0,3,0,0,3,799,254,375,1,4
1,0,0,5,9.804,1,0,0,1,2,2,0,1,0,0,3,0,0,0,0,0,2,2,3,3,3,3,2,0,0,0,0,0,0,0,0,1,0,0,3,685,0,0,0,4
3,0,0,8,3.623,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,3,6,4,6,3,5,0,0,0,1,1,0,0,0,1,3,0,3,679,116,193,1,4
1,0,0,3,4.762,1,0,0,0,1,1,1,0,0,0,1,2,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,3,615,105,147,0,1
1,0,0,8,4.065,3,0,1,1,2,1,0,0,0,0,2,0,0,0,0,0,4,1,4,1,4,1,4,0,0,1,2,1,0,0,0,2,3,0,3,599,568,278,1,4
1,0,3,11,4.469,3,0,0,0,2,2,0,0,0,0,1,2,0,0,0,2,2,1,3,3,3,1,1,0,0,0,0,0,0,0,0,1,4,3,3,476,85235,670,0,4
4,0,0,13,4.5,2,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,2,1,2,1,2,1,1,0,0,0,0,0,1,0,0,3,0,0,3,466,85,365,1,4
0,0,3,14,6.931,6,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,2,1,1,1,2,1,1,0,0,0,0,0,0,0,0,2,5,0,3,453,1306,2111,0,4
1,0,0,4,12.245,5,0,3,1,2,2,0,0,0,0,1,0,0,0,0,0,2,2,3,3,3,3,1,1,0,0,0,0,0,0,0,1,0,0,3,436,0,0,0,4
0,0,3,8,12.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,430,142,157,0,1
0,0,0,2,3.279,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,3,412,254,375,1,1
0,0,0,0,3.704,0,0,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,378,123,2193,1,1
0,0,0,9,0.535,3,0,0,4,8,10,2,0,1,0,2,0,2,0,0,1,3,4,6,6,6,5,1,0,0,0,0,0,1,0,0,6,1,0,3,268,171,240,1,0
0,0,6,13,20.833,3,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,66301,121,104,0,2
0,0,3,6,3.54,4,0,0,1,1,1,0,0,1,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,1,0,5,66294,3216,3116,0,2
2,0,0,5,81.667,4,0,0,0,3,3,0,0,0,0,2,0,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,0,0,0,5,0,0,5,66167,98,268,0,2
0,0,4,6,11.111,3,0,0,1,2,1,0,0,0,0,2,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,1,0,0,5,65578,20177,1998,0,2
2,0,0,2,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65321,699,1008,0,2
1,0,3,8,11.429,3,0,0,3,6,5,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,3,0,0,5,65273,784,4975,0,2
0,0,3,7,37.895,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,65181,1657,1669,0,2
1,0,3,8,35.955,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,5,65005,481,553,0,2
0,0,5,9,4.762,4,0,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,2,1,2,0,1,0,0,0,0,0,0,0,0,2,1,0,5,64907,724,121,0,2
1,0,3,12,7.471,4,0,0,1,2,2,0,0,0,0,5,1,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,6,3,1,5,64440,5534,1817,0,2
3,0,6,14,9.486,8,0,0,3,4,4,0,0,0,0,2,2,0,0,0,0,4,1,5,3,5,3,4,1,0,1,1,0,0,0,0,7,6,3,5,64249,4096,1551,0,0
2,0,2,7,8.025,2,1,0,3,3,4,0,1,0,0,4,0,0,0,0,1,4,3,5,3,5,2,4,0,0,1,0,1,0,0,0,3,0,0,5,62414,113,369,1,0
1,0,4,10,10.811,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,2,0,0,5,61200,177,558,0,2
0,0,0,4,4.118,2,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,2,2,2,2,2,2,2,0,0,0,0,0,1,0,0,2,16,3,5,61001,3192,924,0,2
1,0,0,7,2.283,1,0,1,2,4,7,1,1,0,1,4,0,0,0,0,6,5,6,8,6,8,3,4,0,0,2,0,0,2,0,0,3,0,0,5,59877,400,316,1,0
1,0,0,1,8.824,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,58405,771,921,0,2
5,0,3,19,11.45,5,0,0,1,3,3,0,1,0,0,2,2,0,0,0,0,3,2,4,2,4,1,3,0,0,0,0,0,0,0,0,2,2,1,5,57204,766,684,0,2
0,0,4,11,13.793,5,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,1,0,8,4,5,55614,4815,378,0,2
0,0,3,9,6.78,4,0,0,1,2,1,0,0,0,0,4,0,0,0,0,0,3,2,4,2,3,2,4,1,0,1,0,1,0,0,0,1,0,0,5,55521,0,0,0,2
1,0,6,11,9.202,5,0,0,2,3,6,0,0,0,0,0,1,0,0,0,2,6,4,8,4,8,2,6,0,0,2,1,0,1,0,0,3,104,46,5,54059,357559,425,0,0
0,0,5,10,8.225,5,0,0,1,2,3,0,3,0,0,4,1,0,0,0,0,3,2,3,2,3,2,3,0,0,1,0,0,0,0,0,4,1,1,5,54054,625,305,0,2
1,1,3,9,4.023,4,0,0,1,1,2,0,1,0,0,3,0,0,0,0,1,3,2,3,2,4,2,2,0,0,1,0,0,1,0,1,2,0,0,5,52819,674,1732,0,2
0,0,6,14,8.667,6,0,0,1,1,1,0,0,0,0,3,1,0,1,0,1,3,2,3,2,3,2,3,0,0,1,0,0,0,0,0,6,0,0,5,52819,674,1732,0,2
0,0,3,11,6.471,9,0,3,0,3,2,1,0,0,0,5,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,1,8,1,5,52502,1791,428,0,2
0,0,3,7,6.25,3,0,0,1,3,4,0,0,0,0,0,1,0,0,0,2,5,4,7,4,7,2,5,0,0,1,1,0,1,0,0,3,0,0,5,50559,8713,7503,0,0
2,0,5,10,9.701,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,12,1,5,49958,4414,222,0,2
1,0,0,5,1.183,1,0,0,1,2,1,0,0,0,0,2,1,0,0,0,1,4,3,4,3,4,3,3,0,0,1,0,0,1,0,0,1,0,1,5,49869,683,419,0,2
3,0,0,8,2.941,2,0,0,2,5,5,0,0,1,1,2,0,0,0,0,1,3,2,4,3,4,1,3,0,0,1,1,0,2,0,0,1,1,0,5,49612,56570,1233,0,2
1,0,7,15,7.692,5,0,0,0,2,3,1,1,0,0,1,0,0,1,0,2,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,4,5,0,5,49270,5710,318,0,2
0,0,4,12,3.791,3,0,0,2,6,3,0,0,0,0,1,2,0,0,0,3,5,3,5,4,5,4,4,1,0,0,1,0,0,0,0,1,26,4,5,49021,270533,317,0,0
0,0,10,12,12.941,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,48653,15,37,0,2
1,0,7,15,7.692,5,0,0,0,2,3,1,1,0,0,1,0,0,1,0,2,2,1,3,1,3,1,1,0,0,0,0,0,0,0,0,4,0,0,5,47505,5710,318,0,2
0,0,6,12,8.844,3,1,0,1,2,2,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,4,3,5,46666,542,1028,0,2
1,0,3,8,6.522,4,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,2,2,3,2,3,1,2,0,0,0,0,0,0,0,0,2,0,0,5,45549,218,221,0,2
1,0,7,19,5.882,7,0,0,3,5,5,0,1,0,0,7,2,1,0,0,0,7,6,7,6,7,6,4,0,0,0,0,0,1,0,1,2,0,0,5,45063,6127,295,0,0
16,0,3,27,10.9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,5,44791,699,1008,0,2
0,0,0,5,5.369,3,0,0,1,1,2,1,0,0,0,4,0,0,1,0,2,1,2,4,3,3,2,2,0,0,0,0,0,0,0,0,4,0,0,5,44527,294,476,0,2
1,0,5,11,4.42,4,1,0,0,2,2,0,0,0,0,0,0,0,1,0,2,1,2,2,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,5,44272,541,38,0,2
4,0,0,6,12.5,3,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,43353,8,10,1,1
0,0,4,7,9.589,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,3,0,5,42536,739,729,0,2
0,0,7,24,7.373,10,0,0,1,4,2,1,1,0,0,0,0,1,0,0,0,2,3,3,3,3,2,1,0,0,0,0,1,0,0,0,3,2,0,5,41520,3178,226,0,2
0,0,3,9,4.975,8,0,0,3,3,3,0,0,0,0,4,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,4,23,13,5,41452,1626,790,0,2
0,0,3,9,6.154,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,5,40968,1751,1213,0,1
2,0,0,4,4.255,1,0,0,2,3,4,0,0,0,0,1,0,0,0,0,2,1,1,5,4,5,3,3,1,0,1,0,0,0,0,0,1,12,0,5,39572,56570,1233,0,0
0,0,4,10,7.246,6,0,0,1,5,3,0,0,0,0,3,0,0,0,0,2,2,2,3,2,3,1,2,0,0,0,0,0,0,0,0,2,14,10,5,39366,6566,4151,0,2
0,0,4,8,6.18,4,0,0,3,3,5,0,0,0,0,6,0,0,0,0,0,3,1,3,1,3,1,3,0,0,1,1,0,0,0,0,1,7,6,5,39349,444,220,0,2
1,0,3,7,6.202,4,0,0,3,3,3,0,0,0,0,1,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,2,2,2,5,37395,7092,1076,0,2
3,0,3,10,3.865,7,1,0,1,1,3,0,0,0,0,7,1,0,0,0,4,5,3,7,4,8,3,5,0,0,1,1,0,0,0,0,6,1,0,5,36353,1123,320,0,0
0,0,3,6,7.368,3,0,0,1,2,4,0,0,0,0,0,1,0,0,0,2,4,3,6,3,6,1,4,0,0,1,1,0,1,0,0,3,546,177,5,36343,357559,425,0,0
2,0,0,11,2.058,9,0,0,4,5,6,1,0,0,0,3,1,0,0,0,1,3,1,4,4,4,4,1,1,0,0,0,0,0,0,0,6,0,0,5,35816,1115,1517,0,0
3,0,0,4,4.04,3,0,0,4,5,5,0,1,0,0,1,0,0,0,0,0,6,4,6,4,6,4,3,0,0,1,0,0,1,0,0,1,0,0,5,35108,265,455,0,0
2,0,0,2,8.621,4,0,0,0,2,2,1,0,0,0,2,0,0,0,0,1,3,3,4,4,4,4,2,0,0,0,0,0,0,0,0,1,0,0,5,35050,44,178,0,1
2,0,0,2,3.774,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,0,2,4,0,5,34948,44,178,0,1
0,0,0,11,1.364,5,0,0,1,2,2,1,0,0,0,3,0,0,0,0,2,4,3,4,3,4,3,2,0,0,0,1,0,1,0,0,3,0,0,5,33941,484,1165,1,0
2,0,0,8,1.896,4,0,0,1,2,2,0,0,0,0,3,0,0,0,0,2,4,3,4,3,4,3,2,0,0,0,1,0,2,0,0,2,0,0,5,33583,484,1165,0,0
0,0,3,6,10.204,7,0,0,0,2,2,0,3,0,2,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,5,33540,1025,569,0,1
0,0,3,9,7.692,3,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,1,0,0,5,33400,4437,1906,0,1
0,0,3,9,7.692,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,5,4,5,3,4,0,0,0,0,0,0,0,0,1,0,0,5,32588,3175,2335,0,1
1,0,0,3,3.774,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,3,2,2,2,3,1,0,0,0,0,0,1,0,0,0,0,0,5,5534,541,38,0,1
1,0,0,2,4.255,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,2,2,2,1,2,0,0,0,0,0,0,0,0,0,0,0,5,5273,541,38,0,1
1,0,4,9,9.877,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5157,541,38,0,1
1,0,0,1,9.091,4,0,4,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,5,5101,0,0,0,1
1,0,0,1,4.167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,3422,541,38,0,1
1,0,0,3,3.226,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,5,3211,541,38,0,1
0,0,0,2,2.128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,5,3153,541,38,0,1
1,0,0,2,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,637,17813,7735,0,1
2,0,0,4,10.526,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,4,3,5,462,2618,4995,0,1
0,0,3,5,21.739,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,85,421,1092,0,1
1,0,0,4,2.929,4,0,0,5,7,8,1,0,0,0,3,0,0,0,0,2,13,6,14,7,14,7,13,0,0,5,1,1,1,0,0,4,1,0,4,85676,543,1205,0,0
0,0,2,6,2.344,5,1,0,0,4,3,1,0,0,0,3,0,0,0,0,0,1,0,2,1,2,1,1,1,0,1,1,0,0,0,0,3,0,0,4,85436,4807,1283,0,2
0,0,0,18,7.983,8,0,0,1,5,3,3,1,0,0,6,0,0,0,0,1,3,3,5,5,5,5,3,0,0,0,0,0,0,0,0,9,0,1,4,85225,4807,1283,0,0
3,0,0,5,7.317,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,2,2,0,0,1,0,0,1,0,0,1,0,0,4,85029,981,813,0,2
0,0,0,3,6.195,4,0,0,2,4,5,1,2,0,0,5,1,0,0,0,5,6,5,8,6,8,3,6,1,0,1,1,0,0,0,0,7,0,0,4,84865,543,1205,0,0
1,0,4,11,5.512,2,0,0,1,2,1,0,0,0,0,1,1,0,0,0,0,1,1,2,3,2,2,0,0,0,0,0,0,1,0,0,0,0,1,4,84789,541,38,0,2
1,0,4,8,12.766,5,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,84592,541,38,0,2
0,0,5,7,6.024,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,84429,2273,7,0,2
1,0,3,9,4.762,3,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,5,2,6,3,6,3,6,0,0,3,0,0,1,0,1,2,1,0,4,83103,1123,320,0,2
0,0,1,5,6.838,1,0,1,0,2,2,0,0,0,0,3,0,0,0,0,2,3,2,3,2,3,2,2,0,0,0,0,0,1,0,0,4,0,0,4,81332,543,1205,0,2
1,0,11,15,10.881,6,0,0,2,4,3,0,0,0,0,0,0,0,0,0,0,4,5,4,4,4,5,2,0,0,0,0,0,1,0,0,4,0,0,4,81300,7346,4686,0,2
0,0,2,4,15.741,3,0,0,2,2,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,4,77647,3825,1,0,2
1,0,11,16,8.421,6,0,0,2,3,2,0,0,0,0,1,0,0,0,0,0,3,4,3,3,3,4,3,0,0,0,0,0,0,0,0,5,3,1,4,76375,2113,1177,0,2
0,0,1,2,4.225,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,76057,561,224,0,2
0,0,0,1,2.586,0,0,0,0,1,1,2,1,0,0,2,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,2,1,4,75861,561,224,0,2
0,0,2,4,6.579,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,6,4,75673,561,224,0,2
4,0,0,6,8.081,1,0,0,1,1,1,0,0,0,0,2,1,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,4,2,0,4,75324,0,0,0,2
3,0,0,5,9.722,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,2,2,0,0,0,0,0,0,0,0,3,0,0,4,75195,203,340,0,2
2,0,2,10,4.39,2,1,0,0,4,2,0,0,1,0,3,0,0,0,0,1,0,1,2,3,2,1,0,0,0,0,0,0,0,1,0,5,3,0,4,74651,15945,4846,0,2
1,0,0,6,8.929,3,0,0,1,3,3,0,0,0,0,2,0,0,0,0,1,6,7,7,7,7,6,3,0,0,0,0,0,0,0,0,1,3,2,4,74474,0,0,1,0
4,0,8,19,14.672,7,0,0,0,2,1,0,1,1,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,0,0,0,0,5,2,5,4,74197,344,256,0,2
1,0,0,2,4.688,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,119,12,4,74174,56570,1233,0,2
0,0,5,7,19.417,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,2,1,4,74162,3825,1,0,2
0,0,0,1,3.226,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,2,1,3,0,2,0,0,0,1,0,1,0,0,2,0,0,4,74055,130,198,0,2
1,0,5,13,7.333,3,1,0,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,4,73306,236,253,0,2
2,0,1,6,1.802,1,0,0,2,3,4,1,0,0,0,1,0,0,1,0,3,8,6,9,6,9,5,8,2,0,2,0,0,3,0,0,2,0,0,4,72646,699,1008,0,0
0,0,0,8,0.781,5,0,0,0,1,1,2,0,0,0,1,2,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,2,2,0,4,72469,0,0,1,2
0,0,15,18,1.942,6,0,0,1,3,1,0,0,0,0,2,0,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,1,0,0,3,0,0,4,70518,829,510,0,2
5,0,0,11,7.273,4,0,0,2,3,3,0,0,0,0,2,1,0,0,0,2,7,5,8,6,8,6,6,1,1,0,0,0,0,0,0,3,0,0,4,69774,0,0,0,0
0,0,0,1,2.727,5,0,0,1,2,2,1,1,0,1,2,1,0,0,0,2,3,2,3,2,4,1,2,0,0,1,0,0,0,0,0,2,0,0,4,69470,365,790,0,2
0,0,1,5,2.326,3,0,0,0,0,1,0,2,0,0,4,0,0,0,0,1,1,2,2,2,2,1,1,0,0,0,0,0,1,0,0,3,213,88,4,65544,8220,637,0,2
3,0,1,8,17.46,5,0,0,1,2,4,1,0,0,0,6,0,0,0,0,1,7,4,7,5,7,5,4,1,0,1,0,0,0,0,0,3,0,0,4,63885,447,715,1,0
1,0,3,6,64.286,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,3,4,3,5,0,1,0,0,0,0,0,0,0,0,4,0,0,4,7198,0,0,0,1
3,0,0,5,5.435,4,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,7198,129,271,0,1
4,0,0,6,5.607,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,4,7197,0,0,0,1
3,0,0,8,4.196,2,0,0,0,0,2,1,1,0,0,2,1,0,0,1,2,2,5,5,5,5,2,1,0,0,0,0,0,0,0,0,1,4,0,4,7193,4,248,0,1
5,0,0,8,6.061,2,0,0,0,2,1,0,0,0,1,2,0,0,0,0,0,1,1,2,2,2,2,1,0,0,0,0,0,1,0,0,1,0,0,4,7192,0,0,0,1
0,0,0,2,0.0,0,0,0,0,2,3,0,0,1,0,3,1,0,0,0,2,5,5,8,7,8,6,3,1,0,0,1,1,1,0,0,2,0,0,4,7191,6,52,0,0
3,0,0,9,2.632,0,0,0,1,2,4,0,1,0,1,3,1,0,0,0,5,6,6,9,7,9,5,4,0,0,0,1,1,1,0,0,2,0,0,4,7190,8,76,0,0
4,0,0,10,10.623,3,0,0,0,4,5,0,0,0,0,5,0,0,0,0,3,6,11,12,12,12,7,2,1,0,0,0,0,3,0,0,3,0,0,4,7189,1148,371,0,0
1,0,0,6,4.571,2,0,0,0,1,3,1,0,0,0,2,1,0,0,0,4,1,6,8,8,9,3,1,0,0,0,0,2,3,0,0,3,1,0,4,7187,4,14,1,0
2,0,0,4,4.301,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,4,4,4,4,4,4,2,0,0,0,0,0,1,0,0,0,0,0,4,7186,98,620,0,1
4,0,0,8,1.481,3,0,0,4,7,8,2,0,0,0,1,2,0,0,1,0,3,3,4,3,3,3,3,0,1,0,0,0,1,0,0,1,0,0,4,7182,0,0,0,0
2,0,0,3,4.31,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2,1,1,3,2,4,2,1,0,0,0,0,0,0,0,0,0,0,0,4,7180,45,765,0,1
1,0,0,1,83.607,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,7179,0,32,1,1
3,0,0,8,3.243,1,0,0,0,1,1,0,0,0,0,2,0,0,0,2,1,4,5,8,6,8,3,4,0,0,0,1,0,3,0,0,5,1,0,4,7176,866,2367,0,0
0,0,0,4,0.939,1,0,0,1,3,4,1,2,0,0,1,0,2,0,0,1,3,3,6,5,6,4,3,0,0,0,1,0,1,0,0,3,1,0,4,7173,22,98,0,0
1,0,3,6,12.698,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,4,7169,0,21,0,1
3,0,0,6,4.95,3,0,0,0,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7169,0,6,0,1
3,0,0,7,4.023,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,3,3,3,3,2,2,0,1,0,0,0,1,0,0,3,0,0,4,7168,0,0,0,1
4,0,0,7,6.522,1,0,0,2,3,2,0,0,0,0,0,0,0,0,0,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,4,7167,0,0,0,1
3,0,0,10,41.489,1,0,0,1,2,2,0,0,0,0,3,0,0,0,0,1,6,2,7,3,7,3,7,0,0,0,2,0,1,0,0,1,0,0,4,7167,0,0,0,0
3,0,3,9,16.667,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,4,7164,0,1,0,1
3,0,0,10,5.0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,0,1,2,2,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,4,7164,17,4,0,1
3,0,0,4,7.407,1,0,0,1,2,3,0,0,0,0,1,0,0,0,0,0,2,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,7164,23,121,0,1
1,0,3,7,6.145,2,0,0,0,2,2,0,1,0,0,1,3,1,0,0,4,5,3,6,3,6,2,4,0,0,1,1,0,0,0,1,0,0,0,4,7163,0,15,0,0
1,0,3,6,4.321,2,0,0,0,3,1,0,0,0,0,1,0,0,0,1,1,2,1,3,4,4,1,1,0,0,0,1,0,0,0,0,5,0,0,4,7162,2,120,0,1
2,0,0,3,1.974,3,0,0,1,0,0,2,1,0,0,2,1,0,0,0,1,1,2,3,3,3,2,1,0,0,0,0,1,2,0,0,5,0,0,4,7161,1,1,1,1
4,0,0,5,16.364,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4,7160,6,200,0,1
